name,url,inn,ogrn,registration_date,director_since,has_ceo_history,arbitr_cases_count,revenue,profit,email,website,matched,reasons
"ООО ""Альянссити""",https://www.rusprofile.ru/id/1217700643115,,,28.12.2021,с 28 декабря 2021 г.,False,2,3600000000,192000,nastyaz9622@gmail.com,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Тайпит-ПК""",https://www.rusprofile.ru/id/11141300,,,25.08.2017,,True,5,1400000000,45000000,svyatkin@taipit.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Гермес Металл""",https://www.rusprofile.ru/id/10458666,,,27.04.2016,с 27 апреля 2016 г.,False,12,1100000000,10000000,dostavka@germesmg.ru,germes-metall.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Спика-Сервис""",https://www.rusprofile.ru/id/6948966,,,02.07.2013,с 24 апреля 2025 г.,True,0,486000000,73000000,pboul-kamilov@mail.ru,sekserv.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Форэнерго-Трейд""",https://www.rusprofile.ru/id/6157081,,,09.08.2012,,True,145,1800000000,165000000,afanasyeva@forenergo-trade.ru,forenergo-trade.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Гарант""",https://www.rusprofile.ru/id/1207800013695,,,04.02.2020,с 4 февраля 2020 г.,False,7,4700000000,135000000,319@garantgroup.com,garantgroup.com,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Альбион""",https://www.rusprofile.ru/id/3158785,,,14.03.2005,с 14 марта 2005 г.,False,26,1300000000,50000000,elena.shubenkina@albion.moscow,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Ариэкс""",https://www.rusprofile.ru/id/1237700506790,,,28.07.2023,с 31 октября 2025 г.,True,0,701000000,31000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Имиджси Групп""",https://www.rusprofile.ru/id/11287516,,,26.12.2017,с 2 ноября 2020 г.,True,1,4400000000,172000000,r.yagovkin@yandex.ru,led-imagec.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Длсгрупп""",https://www.rusprofile.ru/id/1227700112287,,,02.03.2022,с 10 октября 2022 г.,True,6,420000000,14000000,info@dlsgroup.su,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Аксель""",https://www.rusprofile.ru/id/1237800089020,,,03.08.2023,с 3 августа 2023 г.,False,0,888000000,38000000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""НПО ""Прокат""",https://www.rusprofile.ru/id/1207700459570,,,30.11.2020,с 30 ноября 2020 г.,False,9,357000000,5100000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""М1""",https://www.rusprofile.ru/id/1217700295933,,,23.06.2021,с 31 июля 2025 г.,True,1,1100000000,4800000,company-m1@yandex.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Агат""",https://www.rusprofile.ru/id/1237700520496,,,04.08.2023,с 27 ноября 2025 г.,True,0,769000000,41000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Почтовая Марка""",https://www.rusprofile.ru/id/1217700320562,,,07.07.2021,,True,71,11000000000,127000000,,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Фортуна""",https://www.rusprofile.ru/id/11877416,,,03.09.2019,с 3 сентября 2019 г.,False,20,1400000000,125000000,,otel-fortuna.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Кемилайн Групп""",https://www.rusprofile.ru/id/5566068,,,12.09.2011,с 12 сентября 2011 г.,False,25,322000000,11000000,7714850334_771401001@eo.tensor.ru,кемилайн.рф,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Фибо""",https://www.rusprofile.ru/id/10969389,,,11.04.2017,с 16 июня 2017 г.,True,10,1500000000,204000000,info@fibotelecom.ru,fibotelecom.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Требушет""",https://www.rusprofile.ru/id/1227700922008,,,30.12.2022,с 17 мая 2024 г.,True,0,549000000,11000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Севергрупп""",https://www.rusprofile.ru/id/1247700388055,,,24.05.2024,с 24 мая 2024 г.,False,0,724000000,2500000,nadezdaturaeva2@gmail.com,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Эпарх""",https://www.rusprofile.ru/id/629421,,,16.05.2008,с 16 мая 2008 г.,False,17,613000000,-945000,info@eparh.com,eparh.com,False,"['нет плашки истории руководителей', 'выручка положительная']"
"ООО ""Гарантия""",https://www.rusprofile.ru/id/1237700492600,,,21.07.2023,с 3 апреля 2026 г.,True,0,744000000,35000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""РСТ""",https://www.rusprofile.ru/id/1227700332892,,,08.06.2022,с 8 июня 2022 г.,False,3,512000000,4200000,info@rstrud.ru,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Оптима""",https://www.rusprofile.ru/id/7000369,,,02.08.2013,с 23 ноября 2021 г.,True,28,1200000000,110000000,market@optima-ltd.ru,optima-ltd.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""ПК Евродом""",https://www.rusprofile.ru/id/10984707,,,21.04.2017,с 10 апреля 2018 г.,True,0,411000000,5300000,kresla-aleks@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ТПК Ресурсы""",https://www.rusprofile.ru/id/1227700747614,,,11.11.2022,с 22 октября 2025 г.,True,7,550000000,11000000,tpk_resourse@mail.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Битулаб""",https://www.rusprofile.ru/id/1227800032316,,,16.03.2022,с 16 марта 2022 г.,False,6,450000000,2800000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ИСНК""",https://www.rusprofile.ru/id/42924,,,25.10.2007,с 31 октября 2017 г.,True,3,465000000,9200000,o3041120@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Элесар-Групп""",https://www.rusprofile.ru/id/1207800103301,,,19.08.2020,с 13 марта 2024 г.,True,5,1500000000,98000000,info@elesar-group.ru,elesar-group.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Целевые Решения""",https://www.rusprofile.ru/id/10464340,,,04.05.2016,с 4 мая 2016 г.,False,12,476000000,17000000,blokcfo@yandex.ru,парапетные-ограждения.рф,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""МДГ""",https://www.rusprofile.ru/id/7344791,,,04.12.2014,с 15 ноября 2021 г.,True,2,1200000000,60000000,sales@financelogistic.ru,financelogistic.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"АО ""Технотрейд""",https://www.rusprofile.ru/id/11759815,,,10.04.2019,с 13 сентября 2022 г.,True,8,329000000,13000000,suvorkindv@ltsr.ru,technotradespb.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""ДСВ""",https://www.rusprofile.ru/id/1247700280354,,,01.04.2024,с 1 апреля 2024 г.,False,0,1700000000,23000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Компания Снаб-Регион""",https://www.rusprofile.ru/id/1227700492645,,,15.08.2022,с 15 августа 2022 г.,False,20,346000000,43000000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""МБ-Доган Оптик""",https://www.rusprofile.ru/id/1227700453232,,,28.07.2022,с 29 июня 2023 г.,True,1,315000000,79000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Лайф-ИН-Фитнес""",https://www.rusprofile.ru/id/1207700269039,,,03.08.2020,с 15 июля 2022 г.,True,1,303000000,55000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Восток""",https://www.rusprofile.ru/id/1227700441462,,,25.07.2022,с 25 июля 2022 г.,False,2,1400000000,35000000,llc.vostok77reg@gmail.com,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Медиа Эксперт""",https://www.rusprofile.ru/id/1237700187284,,,09.03.2023,с 9 марта 2023 г.,False,0,25000000000,2800000000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Мона""",https://www.rusprofile.ru/id/9250753,,,02.09.2014,с 2 сентября 2014 г.,False,8,420000000,53000000,zakaz@lenta-skotch.ru,mona.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""НПО Продвижение""",https://www.rusprofile.ru/id/1217700531179,,,03.11.2021,с 3 ноября 2021 г.,False,0,1200000000,49000000,,npo-pro.ru,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ЖДР""",https://www.rusprofile.ru/id/1227700021625,,,24.01.2022,с 24 января 2022 г.,False,4,386000000,15000000,zakaz@mrail.ru,www.vsprelsy.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Энергосервис""",https://www.rusprofile.ru/id/7038030,,,19.11.2013,с 24 сентября 2025 г.,True,7,1600000000,6800000,energoservi@rambler.ru,ooo-energo-service.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Лед-Компонентс""",https://www.rusprofile.ru/id/1207800104126,,,21.08.2020,с 8 июля 2021 г.,True,6,943000000,133000000,glavbuh@led-components.com,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Акватеп""",https://www.rusprofile.ru/id/11208979,,,24.10.2017,с 5 августа 2019 г.,True,20,727000000,490000,bezkokotova@aquatep.ru,aquatep.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Декантер""",https://www.rusprofile.ru/id/1217800005202,,,21.01.2021,с 21 января 2021 г.,False,0,4900000000,36000000,dekanter.ltd@yandex.ru,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Пивиран""",https://www.rusprofile.ru/id/10529170,,,24.06.2016,с 8 июня 2021 г.,True,8,982000000,30000000,belova@jumboroll.ru,jumboroll.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Ска-Трейд""",https://www.rusprofile.ru/id/7663278,,,21.05.2015,с 25 июня 2025 г.,True,7,1300000000,7900000,info@ska-trade.ru,ska-trade.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""ТИК""",https://www.rusprofile.ru/id/7766577,,,24.03.2015,с 24 марта 2015 г.,False,3,663000000,246000000,info@teleincom.ru,teleincom.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""ДС-Групп""",https://www.rusprofile.ru/id/11856816,,,07.08.2019,с 16 июня 2020 г.,True,7,356000000,6500000,,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Гэлакси""",https://www.rusprofile.ru/id/1237700515480,,,02.08.2023,с 12 января 2026 г.,True,0,746000000,37000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ТСЦ""",https://www.rusprofile.ru/id/7356329,,,11.07.2014,с 20 июня 2016 г.,True,10,417000000,71000000,fantozzi2018@bk.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Строймонтаж""",https://www.rusprofile.ru/id/1237700480951,,,18.07.2023,с 18 июля 2023 г.,False,0,962000000,99000000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Квартал""",https://www.rusprofile.ru/id/1237700644620,,,28.09.2023,,False,0,442000000,203000,davnovteme95@gmail.com,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Гончие Псы""",https://www.rusprofile.ru/id/1237700560250,,,23.08.2023,с 24 мая 2024 г.,True,0,511000000,6500000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО""МИ Дистрибьюшен Групп""",https://www.rusprofile.ru/id/10980310,,,18.04.2017,с 5 июля 2024 г.,True,1,936000000,21000000,nn269@yandex.ru,mimaxo.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Кемикал Трейдинг""",https://www.rusprofile.ru/id/1207700305735,,,24.08.2020,с 24 августа 2020 г.,False,11,1500000000,17000000,hello@amwellgroup.ru,www.amwellgroup.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Элефант""",https://www.rusprofile.ru/id/1237700294292,,,19.04.2023,с 6 сентября 2024 г.,True,0,715000000,8400000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""СВВ Импорт""",https://www.rusprofile.ru/id/1227700755622,,,15.11.2022,с 15 ноября 2022 г.,False,0,1600000000,-48000000,svvimport@gmail.com,svvimport.org,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная']"
"ООО ""ТД Северный""",https://www.rusprofile.ru/id/1237700468675,,,12.07.2023,с 29 мая 2025 г.,True,0,317000000,525000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Модульторг""",https://www.rusprofile.ru/id/1217700645788,,,29.12.2021,с 7 марта 2025 г.,True,0,329000000,18000,kv2176@mail.ru,modultorg-co.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Праймтрейд""",https://www.rusprofile.ru/id/1245000003456,,,17.01.2024,с 17 января 2024 г.,False,1,412000000,-6100000,,,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'нет сайта или почты']"
"ООО ""Марс""",https://www.rusprofile.ru/id/1217700373758,,,11.08.2021,с 11 августа 2021 г.,False,0,972000000,44000,svetikgeraskova@yandex.ru,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Пактон""",https://www.rusprofile.ru/id/1224700001778,,,09.02.2022,с 9 февраля 2022 г.,False,1,428000000,223000,glavbuh@pacton.ru,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Фэмилисити""",https://www.rusprofile.ru/id/1227700823932,,,02.12.2022,с 1 августа 2025 г.,True,4,2200000000,358000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ТД Тоскана""",https://www.rusprofile.ru/id/11521667,,,02.08.2018,с 2 августа 2018 г.,False,2,1500000000,118000000,diler@toscana-design.ru,toscana-design.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Пако""",https://www.rusprofile.ru/id/10486462,,,23.05.2016,с 23 мая 2016 г.,False,18,1200000000,19000000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Ротанг""",https://www.rusprofile.ru/id/1217700345917,,,23.07.2021,с 23 июля 2021 г.,False,2,306000000,694000,office@rotangcompany.ru,rotangcompany.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Гольфстрим""",https://www.rusprofile.ru/id/1237700190970,,,10.03.2023,с 17 июля 2024 г.,True,0,529000000,8000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Спортлайн""",https://www.rusprofile.ru/id/1227700775675,,,21.11.2022,с 15 декабря 2025 г.,True,0,759000000,36000000,sportlinekorp@inbox.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ДССЛ-Нева""",https://www.rusprofile.ru/id/7889130,,,26.08.2015,с 24 мая 2022 г.,True,24,511000000,84000000,buhspb@dssl.ru,dssl.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Эксарис""",https://www.rusprofile.ru/id/10413755,,,28.03.2016,с 28 марта 2016 г.,True,8,452000000,13000000,eksaris@yandex.ru,exaris.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ТД ""Бентохолдинг""",https://www.rusprofile.ru/id/1217700372152,,,10.08.2021,с 21 апреля 2026 г.,True,34,713000000,18000000,info@bentopro.so,bentoholding.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Хеликс-М""",https://www.rusprofile.ru/id/11530866,,,14.08.2018,с 14 августа 2018 г.,False,0,397000000,35000000,info@helix-m.ru,helix-m.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Юнитрейд""",https://www.rusprofile.ru/id/1217700125345,,,22.03.2021,с 22 марта 2021 г.,False,0,416000000,4300000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Рейлимпекс""",https://www.rusprofile.ru/id/1247700581523,,,29.08.2024,с 10 апреля 2026 г.,True,0,2000000000,92000000,info.railimpex@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Каста""",https://www.rusprofile.ru/id/1237700506746,,,28.07.2023,с 27 февраля 2026 г.,True,0,735000000,36000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Этра Гифтс""",https://www.rusprofile.ru/id/1217700147961,,,31.03.2021,с 7 июля 2023 г.,True,12,695000000,-4200000,,,False,"['выручка положительная', 'нет сайта или почты']"
"ООО ТД ""Алтек""",https://www.rusprofile.ru/id/1217700424556,,,09.09.2021,с 4 декабря 2023 г.,True,1,4400000000,919000000,tdaltek77@yandex.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Интегро""",https://www.rusprofile.ru/id/1218993,,,29.05.2009,с 7 мая 2020 г.,True,22,348000000,-17000000,vladimir.zaitsev@technolight.ru,,False,"['выручка положительная', 'нет сайта или почты']"
"ООО ""ГНТ""",https://www.rusprofile.ru/id/1217700589050,,,03.12.2021,с 3 декабря 2021 г.,False,0,688000000,3100000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Аредо""",https://www.rusprofile.ru/id/1237800099866,,,01.09.2023,с 21 мая 2024 г.,True,0,817000000,8300000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Неватек""",https://www.rusprofile.ru/id/1207800081873,,,08.07.2020,с 7 февраля 2022 г.,True,2,1500000000,15000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Стил Икс""",https://www.rusprofile.ru/id/11696893,,,12.02.2019,с 12 февраля 2019 г.,False,7,2600000000,9900000,info@steelx.ru,steelx.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Текмарт""",https://www.rusprofile.ru/id/10871889,,,06.02.2017,с 6 февраля 2017 г.,False,11,348000000,20000000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ТМТ-Сервис""",https://www.rusprofile.ru/id/1244200004861,,,08.04.2024,с 8 апреля 2024 г.,False,0,468000000,22000000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Инфостера""",https://www.rusprofile.ru/id/10400786,,,21.03.2016,с 21 марта 2016 г.,False,0,1600000000,218000000,galagan@infostera.ru,infostera.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Дельфин""",https://www.rusprofile.ru/id/1237700634610,,,25.09.2023,с 25 сентября 2023 г.,False,0,507000000,5900000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Солярис""",https://www.rusprofile.ru/id/3785155,,,16.05.2005,с 8 сентября 2020 г.,True,21,393000000,6200000,vp@solyar.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Дантекс Климат""",https://www.rusprofile.ru/id/8589363,,,14.08.2014,с 29 мая 2023 г.,True,8,1400000000,127000000,pkk@dantexgroup.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Бассейн.Ру""",https://www.rusprofile.ru/id/10909168,,,27.02.2017,с 27 февраля 2017 г.,False,1,413000000,7900000,info@basseyn.ru,basseyn.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Аквавита""",https://www.rusprofile.ru/id/1227700783090,,,22.11.2022,с 12 января 2026 г.,True,0,525000000,11000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Степ""",https://www.rusprofile.ru/id/1237700495812,,,24.07.2023,с 24 октября 2025 г.,True,0,566000000,22000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Оптоном""",https://www.rusprofile.ru/id/11964767,,,20.12.2019,с 26 июля 2023 г.,True,2,1100000000,1900000,info@optonom.ru,optonom.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Дженерал Гудс""",https://www.rusprofile.ru/id/7888730,,,21.08.2015,с 14 февраля 2025 г.,True,0,528000000,347000,,generalgoods.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"АО ""Еврохимальянс""",https://www.rusprofile.ru/id/1217700642730,,,28.12.2021,с 23 июня 2025 г.,True,7,1500000000,-224000000,ao.ohk@yandex.ru,,False,"['выручка положительная', 'нет сайта или почты']"
"ООО ""Бина""",https://www.rusprofile.ru/id/1247700296238,,,05.04.2024,с 5 декабря 2025 г.,True,0,408000000,6000,bina-2025@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Пулспа""",https://www.rusprofile.ru/id/1247700314025,,,15.04.2024,с 15 апреля 2024 г.,False,0,341000000,13000000,pulspa@mail.ru,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Хай-Лайн Лубрикантс""",https://www.rusprofile.ru/id/7614295,,,27.04.2015,с 27 апреля 2015 г.,True,7,765000000,27000000,info@hllubricants.ru,hllubes.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Крон""",https://www.rusprofile.ru/id/11076252,,,04.07.2017,с 4 июля 2017 г.,False,0,313000000,5900000,4546133@mail.ru,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Импорт""",https://www.rusprofile.ru/id/1237700710158,,,20.10.2023,с 14 апреля 2026 г.,True,0,452000000,489000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Корона""",https://www.rusprofile.ru/id/1237700300530,,,21.04.2023,с 11 октября 2024 г.,True,0,304000000,812000,korona.ooo@outlook.com,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ТПК Вентэлектро""",https://www.rusprofile.ru/id/1227700452550,,,28.07.2022,с 17 июня 2025 г.,True,27,429000000,-69000000,info@ventelectro.ru,ventelectro.ru,False,['выручка положительная']
"ООО ""Твелв""",https://www.rusprofile.ru/id/7417405,,,26.06.2014,с 19 сентября 2019 г.,True,5,329000000,4099999,ikawina1@gmail.com,xindaorussia.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Прайм ТУ Филм""",https://www.rusprofile.ru/id/10603862,,,24.08.2016,с 24 августа 2016 г.,False,22,764000000,23000000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Микрон""",https://www.rusprofile.ru/id/11135542,,,21.08.2017,с 21 августа 2017 г.,False,23,530000000,112000000,info@microntools.ru,microntools.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Парк Групп""",https://www.rusprofile.ru/id/1237700784650,,,15.11.2023,с 15 ноября 2023 г.,False,0,941000000,,davnovteme95@gmail.com,,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'нет сайта или почты']"
"ООО ""Канди Трейд""",https://www.rusprofile.ru/id/1217700476487,,,07.10.2021,с 14 марта 2025 г.,True,7,3900000000,43000000,,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Калибр""",https://www.rusprofile.ru/id/11437626,,,14.05.2018,с 17 января 2023 г.,True,2,437000000,3200000,v.hilchevskaya@medicosm.ru,medicosm.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Торговая Компания Пропак""",https://www.rusprofile.ru/id/11322358,,,02.02.2018,с 2 февраля 2018 г.,False,2,571000000,8100000,tkpropaq@gmail.com,propaq.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Байнд Рус""",https://www.rusprofile.ru/id/11763612,,,15.04.2019,с 10 сентября 2021 г.,True,14,363000000,37000000,,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Футер""",https://www.rusprofile.ru/id/1227700786125,,,23.11.2022,с 17 июля 2024 г.,True,0,311000000,9700000,wu.gorbushin@yandex.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
